
 COMND : 	0xe0, 0x0, 0x1, 0x3e, 0xff, 0x3, 0x52, 0x50, 0xd0, 0xb2, 0xff, 0xfe, 
 REPLY : 	0xe1, 0x0, 0x2, 0x3e, 0xff, 0x8, 0x52, 0x0, 0x50, 0xd0, 0x0, 0x0, 0x0, 0x3, 0xba, 0xff, 0xfe, 
 COMND : 	0xe0, 0x0, 0x1, 0x3e, 0xff, 0x7, 0x57, 0x50, 0xd0, 0x0, 0x0, 0x0, 0x4, 0xbf, 0xff, 0xfe, 
 REPLY : 	0xe1, 0x0, 0x1, 0x3e, 0xff, 0x4, 0x57, 0x0, 0x50, 0xd0, 0xb8, 0xff, 0xfe, 
 COMND : 	0xe0, 0x0, 0x2, 0x3e, 0xff, 0x3, 0x52, 0x50, 0xd0, 0xb2, 0xff, 0xfe, 
 REPLY : 	0xe1, 0x0, 0x2, 0x3e, 0xff, 0x8, 0x52, 0x0, 0x50, 0xd0, 0x0, 0x0, 0x0, 0x4, 0xbb, 0xff, 0xfe, 
 COMND : 	0xe0, 0x0, 0x1, 0x3e, 0xff, 0x7, 0x57, 0x50, 0xd0, 0x0, 0x0, 0x0, 0x5, 0xc0, 0xff, 0xfe, 
 REPLY : 	0xe1, 0x0, 0x1, 0x3e, 0xff, 0x4, 0x57, 0x0, 0x50, 0xd0, 0xb8, 0xff, 0xfe, 
 COMND : 	0xe0, 0x0, 0x2, 0x3e, 0xff, 0x3, 0x52, 0x50, 0xd0, 0xb2, 0xff, 0xfe, 
 REPLY : 	0xe1, 0x0, 0x2, 0x3e, 0xff, 0x8, 0x52, 0x0, 0x50, 0xd0, 0x0, 0x0, 0x0, 0x5, 0xbc, 0xff, 0xfe, 
 COMND : 	0xe0, 0x0, 0x1, 0x3e, 0xff, 0x7, 0x57, 0x50, 0xd4, 0x0, 0x0, 0x0, 0x1, 0xc0, 0xff, 0xfe, 
 REPLY : 	0xe1, 0x0, 0x1, 0x3e, 0xff, 0x4, 0x57, 0x0, 0x50, 0xd4, 0xbc, 0xff, 0xfe, 
 COMND : 	0xe0, 0x0, 0x2, 0x3e, 0xff, 0x3, 0x52, 0x50, 0xd4, 0xb6, 0xff, 0xfe, 
 REPLY : 	0xe1, 0x0, 0x2, 0x3e, 0xff, 0x8, 0x52, 0x0, 0x50, 0xd4, 0x0, 0x0, 0x0, 0x1, 0xbc, 0xff, 0xfe, 
 COMND : 	0xe0, 0x0, 0x1, 0x3e, 0xff, 0x7, 0x57, 0x50, 0xd4, 0x0, 0x0, 0x0, 0x2, 0xc1, 0xff, 0xfe, 
 REPLY : 	0xe1, 0x0, 0x1, 0x3e, 0xff, 0x4, 0x57, 0x0, 0x50, 0xd4, 0xbc, 0xff, 0xfe, 
 COMND : 	0xe0, 0x0, 0x2, 0x3e, 0xff, 0x3, 0x52, 0x50, 0xd4, 0xb6, 0xff, 0xfe, 
 REPLY : 	0xe1, 0x0, 0x2, 0x3e, 0xff, 0x8, 0x52, 0x0, 0x50, 0xd4, 0x0, 0x0, 0x0, 0x2, 0xbd, 0xff, 0xfe, 
 COMND : 	0xe0, 0x0, 0x1, 0x3e, 0xff, 0x7, 0x57, 0x50, 0x86, 0x0, 0x0, 0x0, 0x1, 0x72, 0xff, 0xfe, 
 REPLY : 	0xe1, 0x0, 0x1, 0x3e, 0xff, 0x4, 0x57, 0x0, 0x50, 0x86, 0x6e, 0xff, 0xfe, 
 COMND : 	0xe0, 0x0, 0x2, 0x3e, 0xff, 0x3, 0x52, 0x50, 0x86, 0x68, 0xff, 0xfe, 
 REPLY : 	0xe1, 0x0, 0x2, 0x3e, 0xff, 0x8, 0x52, 0x0, 0x50, 0x86, 0x0, 0x0, 0x0, 0x1, 0x6e, 0xff, 0xfe, 
 COMND : 	0xe0, 0x0, 0x1, 0x3e, 0xff, 0x7, 0x57, 0x50, 0xd0, 0x0, 0x0, 0x0, 0x1, 0xbc, 0xff, 0xfe, 
 REPLY : 	0xe1, 0x0, 0x1, 0x3e, 0xff, 0x4, 0x57, 0x0, 0x50, 0xd0, 0xb8, 0xff, 0xfe, 
 COMND : 	0xe0, 0x0, 0x2, 0x3e, 0xff, 0x3, 0x52, 0x50, 0xd0, 0xb2, 0xff, 0xfe, 
 REPLY : 	0xe1, 0x0, 0x2, 0x3e, 0xff, 0x8, 0x52, 0x0, 0x50, 0xd0, 0x0, 0x0, 0x0, 0x1, 0xb8, 0xff, 0xfe, 
 COMND : 	0xe0, 0x0, 0x1, 0x3e, 0xff, 0x7, 0x57, 0x50, 0xd0, 0x0, 0x0, 0x0, 0x2, 0xbd, 0xff, 0xfe, 
 REPLY : 	0xe1, 0x0, 0x1, 0x3e, 0xff, 0x4, 0x57, 0x0, 0x50, 0xd0, 0xb8, 0xff, 0xfe, 
 COMND : 	0xe0, 0x0, 0x2, 0x3e, 0xff, 0x3, 0x52, 0x50, 0xd0, 0xb2, 0xff, 0xfe, 
 REPLY : 	0xe1, 0x0, 0x2, 0x3e, 0xff, 0x8, 0x52, 0x0, 0x50, 0xd0, 0x0, 0x0, 0x0, 0x2, 0xb9, 0xff, 0xfe, 
 COMND : 	0xe0, 0x0, 0x1, 0x3e, 0xff, 0x7, 0x57, 0x50, 0xd0, 0x0, 0x0, 0x0, 0x3, 0xbe, 0xff, 0xfe, 
 REPLY : 	0xe1, 0x0, 0x1, 0x3e, 0xff, 0x4, 0x57, 0x0, 0x50, 0xd0, 0xb8, 0xff, 0xfe, 
 COMND : 	0xe0, 0x0, 0x2, 0x3e, 0xff, 0x3, 0x52, 0x50, 0xd0, 0xb2, 0xff, 0xfe, 
 REPLY : 	0xe1, 0x0, 0x2, 0x3e, 0xff, 0x8, 0x52, 0x0, 0x50, 0xd0, 0x0, 0x0, 0x0, 0x3, 0xba, 0xff, 0xfe, 
 COMND : 	0xe0, 0x0, 0x1, 0x3e, 0xff, 0x7, 0x57, 0x50, 0xd0, 0x0, 0x0, 0x0, 0x4, 0xbf, 0xff, 0xfe, 
 REPLY : 	0xe1, 0x0, 0x1, 0x3e, 0xff, 0x4, 0x57, 0x0, 0x50, 0xd0, 0xb8, 0xff, 0xfe, 
 COMND : 	0xe0, 0x0, 0x2, 0x3e, 0xff, 0x3, 0x52, 0x50, 0xd0, 0xb2, 0xff, 0xfe, 
 REPLY : 	0xe1, 0x0, 0x2, 0x3e, 0xff, 0x8, 0x52, 0x0, 0x50, 0xd0, 0x0, 0x0, 0x0, 0x4, 0xbb, 0xff, 0xfe, 
 COMND : 	0xe0, 0x0, 0x1, 0x3e, 0xff, 0x7, 0x57, 0x50, 0xd0, 0x0, 0x0, 0x0, 0x5, 0xc0, 0xff, 0xfe, 
 REPLY : 	0xe1, 0x0, 0x1, 0x3e, 0xff, 0x4, 0x57, 0x0, 0x50, 0xd0, 0xb8, 0xff, 0xfe, 
 COMND : 	0xe0, 0x0, 0x2, 0x3e, 0xff, 0x3, 0x52, 0x50, 0xd0, 0xb2, 0xff, 0xfe, 
 REPLY : 	0xe1, 0x0, 0x2, 0x3e, 0xff, 0x8, 0x52, 0x0, 0x50, 0xd0, 0x0, 0x0, 0x0, 0x5, 0xbc, 0xff, 0xfe, 
 COMND : 	0xe0, 0x0, 0x1, 0x3e, 0xff, 0x7, 0x57, 0x50, 0xd0, 0x0, 0x0, 0x0, 0x6, 0xc1, 0xff, 0xfe, 
 REPLY : 	0xe1, 0x0, 0x1, 0x3e, 0xff, 0x4, 0x57, 0x0, 0x50, 0xd0, 0xb8, 0xff, 0xfe, 
 COMND : 	0xe0, 0x0, 0x2, 0x3e, 0xff, 0x3, 0x52, 0x50, 0xd0, 0xb2, 0xff, 0xfe, 
 REPLY : 	0xe1, 0x0, 0x2, 0x3e, 0xff, 0x8, 0x52, 0x0, 0x50, 0xd0, 0x0, 0x0, 0x0, 0x6, 0xbd, 0xff, 0xfe, 
 COMND : 	0xe0, 0x0, 0x1, 0x3e, 0xff, 0x7, 0x57, 0x50, 0xd0, 0x0, 0x0, 0x0, 0x7, 0xc2, 0xff, 0xfe, 
 REPLY : 	0xe1, 0x0, 0x1, 0x3e, 0xff, 0x4, 0x57, 0x0, 0x50, 0xd0, 0xb8, 0xff, 0xfe, 
 COMND : 	0xe0, 0x0, 0x2, 0x3e, 0xff, 0x3, 0x52, 0x50, 0xd0, 0xb2, 0xff, 0xfe, 
 REPLY : 	0xe1, 0x0, 0x2, 0x3e, 0xff, 0x8, 0x52, 0x0, 0x50, 0xd0, 0x0, 0x0, 0x0, 0x7, 0xbe, 0xff, 0xfe, 
 COMND : 	0xe0, 0x0, 0x1, 0x3e, 0xff, 0x7, 0x57, 0x50, 0xd4, 0x0, 0x0, 0x0, 0x1, 0xc0, 0xff, 0xfe, 
 REPLY : 	0xe1, 0x0, 0x1, 0x3e, 0xff, 0x4, 0x57, 0x0, 0x50, 0xd4, 0xbc, 0xff, 0xfe, 
 COMND : 	0xe0, 0x0, 0x2, 0x3e, 0xff, 0x3, 0x52, 0x50, 0xd4, 0xb6, 0xff, 0xfe, 
 REPLY : 	0xe1, 0x0, 0x2, 0x3e, 0xff, 0x8, 0x52, 0x0, 0x50, 0xd4, 0x0, 0x0, 0x0, 0x1, 0xbc, 0xff, 0xfe, 
 COMND : 	0xe0, 0x0, 0x1, 0x3e, 0xff, 0x7, 0x57, 0x50, 0xd4, 0x0, 0x0, 0x0, 0x2, 0xc1, 0xff, 0xfe, 
 REPLY : 	0xe1, 0x0, 0x1, 0x3e, 0xff, 0x4, 0x57, 0x0, 0x50, 0xd4, 0xbc, 0xff, 0xfe, 
 COMND : 	0xe0, 0x0, 0x2, 0x3e, 0xff, 0x3, 0x52, 0x50, 0xd4, 0xb6, 0xff, 0xfe, 
 REPLY : 	0xe1, 0x0, 0x2, 0x3e, 0xff, 0x8, 0x52, 0x0, 0x50, 0xd4, 0x0, 0x0, 0x0, 0x2, 0xbd, 0xff, 0xfe, 
 COMND : 	0xe0, 0x0, 0x1, 0x3e, 0xff, 0x7, 0x57, 0x50, 0xd4, 0x0, 0x0, 0x0, 0x3, 0xc2, 0xff, 0xfe, 
 REPLY : 	0xe1, 0x0, 0x1, 0x3e, 0xff, 0x4, 0x57, 0x0, 0x50, 0xd4, 0xbc, 0xff, 0xfe, 
 COMND : 	0xe0, 0x0, 0x2, 0x3e, 0xff, 0x3, 0x52, 0x50, 0xd4, 0xb6, 0xff, 0xfe, 
 REPLY : 	0xe1, 0x0, 0x2, 0x3e, 0xff, 0x8, 0x52, 0x0, 0x50, 0xd4, 0x0, 0x0, 0x0, 0x3, 0xbe, 0xff, 0xfe, 
 COMND : 	0xe0, 0x0, 0x1, 0x3e, 0xff, 0x7, 0x57, 0x50, 0xd4, 0x0, 0x0, 0x0, 0x4, 0xc3, 0xff, 0xfe, 
 REPLY : 	0xe1, 0x0, 0x1, 0x3e, 0xff, 0x4, 0x57, 0x0, 0x50, 0xd4, 0xbc, 0xff, 0xfe, 
 COMND : 	0xe0, 0x0, 0x2, 0x3e, 0xff, 0x3, 0x52, 0x50, 0xd4, 0xb6, 0xff, 0xfe, 
 REPLY : 	0xe1, 0x0, 0x2, 0x3e, 0xff, 0x8, 0x52, 0x0, 0x50, 0xd4, 0x0, 0x0, 0x0, 0x4, 0xbf, 0xff, 0xfe, 
 COMND : 	0xe0, 0x0, 0x1, 0x3e, 0xff, 0x7, 0x57, 0x50, 0x86, 0x0, 0x0, 0x0, 0x1, 0x72, 0xff, 0xfe, 
 REPLY : 	0xe1, 0x0, 0x1, 0x3e, 0xff, 0x4, 0x57, 0x0, 0x50, 0x86, 0x6e, 0xff, 0xfe, 
 COMND : 	0xe0, 0x0, 0x2, 0x3e, 0xff, 0x3, 0x52, 0x50, 0x86, 0x68, 0xff, 0xfe, 
 REPLY : 	0xe1, 0x0, 0x2, 0x3e, 0xff, 0x8, 0x52, 0x0, 0x50, 0x86, 0x0, 0x0, 0x0, 0x1, 0x6e, 0xff, 0xfe, 
 COMND : 	0xe0, 0x0, 0x1, 0x3e, 0xff, 0x7, 0x57, 0x50, 0x86, 0x0, 0x0, 0x0, 0x2, 0x73, 0xff, 0xfe, 
 REPLY : 	0xe1, 0x0, 0x1, 0x3e, 0xff, 0x4, 0x57, 0x0, 0x50, 0x86, 0x6e, 0xff, 0xfe, 
 COMND : 	0xe0, 0x0, 0x2, 0x3e, 0xff, 0x3, 0x52, 0x50, 0x86, 0x68, 0xff, 0xfe, 
 REPLY : 	0xe1, 0x0, 0x2, 0x3e, 0xff, 0x8, 0x52, 0x0, 0x50, 0x86, 0x0, 0x0, 0x0, 0x2, 0x6f, 0xff, 0xfe, 
 COMND : 	0xe0, 0x0, 0x1, 0x3e, 0xff, 0x7, 0x57, 0x50, 0xd0, 0x0, 0x0, 0x0, 0x1, 0xbc, 0xff, 0xfe, 
 COMND : 	0xe0, 0x0, 0x1, 0x3e, 0xff, 0x7, 0x57, 0x50, 0xd0, 0x0, 0x0, 0x0, 0x1, 0xbc, 0xff, 0xfe, 
 REPLY : 	0xe1, 0x0, 0x1, 0x3e, 0xff, 0x4, 0x57, 0x0, 0x50, 0xd0, 0xb8, 0xff, 0xfe, 
 COMND : 	0xe0, 0x0, 0x2, 0x3e, 0xff, 0x3, 0x52, 0x50, 0xd0, 0xb2, 0xff, 0xfe, 
 REPLY : 	0xe1, 0x0, 0x2, 0x3e, 0xff, 0x4, 0x52, 0x1, 0x51, 0xd0, 0xb5, 0xff, 0xfe, 

COORUPTED RESPONSE  : 
RECEIVED Footer ERROR 
rd_cmd_id    : 0x51d0
rd_cmd_type  : 0x52
rd_csm       : 0xb5
rd_footer1   : 0xff
rd_footer2   : 0xfe

EXPECTED Footer
rd_cmd_id    : 0x50d0
rd_cmd_type  : 0x52
rd_csm       : 0xb5
rd_footer1   : 0xff
rd_footer2   : 0xfe

 COMND : 	0xe0, 0x0, 0x2, 0x3e, 0xff, 0x3, 0x52, 0x50, 0xd0, 0xb2, 0xff, 0xfe, 
 REPLY : 	0xe1, 0x0, 0x2, 0x3e, 0xff, 0x8, 0x52, 0x0, 0x50, 0xd0, 0x0, 0x0, 0x0, 0x1, 0xb8, 0xff, 0xfe, 
 COMND : 	0xe0, 0x0, 0x1, 0x3e, 0xff, 0x7, 0x57, 0x50, 0xd0, 0x0, 0x0, 0x0, 0x1, 0xbc, 0xff, 0xfe, 
 REPLY : 	0xe1, 0x0, 0x1, 0x3e, 0xff, 0x4, 0x57, 0x0, 0x50, 0xd0, 0xb8, 0xff, 0xfe, 
 COMND : 	0xe0, 0x0, 0x2, 0x3e, 0xff, 0x3, 0x52, 0x50, 0xd0, 0xb2, 0xff, 0xfe, 
 COMND : 	0xe0, 0x0, 0x2, 0x3e, 0xff, 0x3, 0x52, 0x50, 0xd0, 0xb2, 0xff, 0xfe, 
 REPLY : 	0xe1, 0x0, 0x2, 0x3e, 0xff, 0x8, 0x52, 0x0, 0x50, 0xd0, 0x0, 0x0, 0x0, 0x1, 0xb8, 0xff, 0xfe, 
 COMND : 	0xe0, 0x0, 0x1, 0x3e, 0xff, 0x7, 0x57, 0x50, 0xd0, 0x0, 0x0, 0x0, 0x1, 0xbc, 0xff, 0xfe, 
 REPLY : 	0xe1, 0x0, 0x1, 0x3e, 0xff, 0x4, 0x57, 0x0, 0x50, 0xd0, 0xb8, 0xff, 0xfe, 
 COMND : 	0xe0, 0x0, 0x2, 0x3e, 0xff, 0x3, 0x52, 0x50, 0xd0, 0xb2, 0xff, 0xfe, 
 COMND : 	0xe0, 0x0, 0x2, 0x3e, 0xff, 0x3, 0x52, 0x50, 0xd0, 0xb2, 0xff, 0xfe, 
 REPLY : 	0xe1, 0x0, 0x2, 0x3e, 0xff, 0x8, 0x52, 0x0, 0x50, 0xd0, 0x0, 0x0, 0x0, 0x1, 0xb8, 0xff, 0xfe, 
 COMND : 	0xe0, 0x0, 0x1, 0x3e, 0xff, 0x7, 0x57, 0x50, 0xd0, 0x0, 0x0, 0x0, 0x2, 0xbd, 0xff, 0xfe, 
 REPLY : 	0xe1, 0x0, 0x1, 0x3e, 0xff, 0x4, 0x57, 0x0, 0x50, 0xd0, 0xb8, 0xff, 0xfe, 
 COMND : 	0xe0, 0x0, 0x2, 0x3e, 0xff, 0x3, 0x52, 0x50, 0xd0, 0xb2, 0xff, 0xfe, 
 REPLY : 	0xe1, 0x0, 0x2, 0x3e, 0xff, 0x8, 0x52, 0x0, 0x50, 0xd0, 0x0, 0x0, 0x0, 0x2, 0xb9, 0xff, 0xfe, 
 COMND : 	0xe0, 0x0, 0x1, 0x3e, 0xff, 0x7, 0x57, 0x50, 0xd0, 0x0, 0x0, 0x0, 0x1, 0xbc, 0xff, 0xfe, 
 REPLY : 	0xe1, 0x0, 0x1, 0x3e, 0xff, 0x4, 0x57, 0x0, 0x50, 0xd0, 0xb8, 0xff, 0xfe, 
 COMND : 	0xe0, 0x0, 0x2, 0x3e, 0xff, 0x3, 0x52, 0x50, 0xd0, 0xb2, 0xff, 0xfe, 
 REPLY : 	0xe1, 0x0, 0x2, 0x3e, 0xff, 0x8, 0x52, 0x0, 0x50, 0xd0, 0x0, 0x0, 0x0, 0x1, 0xb8, 0xff, 0xfe, 
